姓名 | 出场 | 时间 | 投篮命中 | 投篮出手 | 投篮命中率 | 三分命中 | 三分出手 | 三分命中率 | 罚球命中 | 罚球出手 | 罚球命中率 | 篮板 | 助攻 | 抢断 | 盖帽 | 失误 | 犯规 | 得分
JonathanGibson | 4 | 10.0 | 3.5 | 5.8 | 0.609 | 1.5 | 3.0 | 0.5 | 0 | 0 | 0.0 | 0.8 | 1 | 0 | 0 | 0.75 | 1.25 | 8.5
BradleyWanamaker | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
AronBaynes | 81 | 18.3 | 2.6 | 5.5 | 0.47100000000000003 | 0.0 | 0.3 | 0.14300000000000002 | 0.7 | 1.0 | 0.7559999999999999 | 5.3 | 1.1 | 0.27 | 0.64 | 0.99 | 2.47 | 6.0
RobertWilliams | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
DaniloGallinari | 22 | 30.3 | 4.6 | 11.6 | 0.39799999999999996 | 1.6 | 5.0 | 0.324 | 3.7 | 4.0 | 0.9309999999999999 | 4.6 | 1.9 | 0.55 | 0.45 | 1.18 | 1.36 | 14.6
TobiasHarris | 80 | 33.3 | 7.0 | 15.3 | 0.46 | 2.3 | 5.5 | 0.41 | 2.2 | 2.7 | 0.8290000000000001 | 5.5 | 2.4 | 0.88 | 0.44 | 1.30 | 2.05 | 18.5
MarcinGortat | 82 | 25.2 | 3.5 | 6.8 | 0.518 | 0 | 0 | 0.0 | 1.3 | 2.0 | 0.675 | 7.6 | 1.8 | 0.49 | 0.74 | 1.21 | 2.13 | 8.4
LouWilliams | 79 | 32.7 | 7.4 | 16.9 | 0.435 | 2.4 | 6.6 | 0.359 | 5.5 | 6.2 | 0.88 | 2.5 | 5.3 | 1.08 | 0.25 | 2.96 | 1.34 | 22.6
BobanMarjanovic | 37 | 9.0 | 2.1 | 4.0 | 0.534 | 0 | 0 | 0.0 | 2.1 | 2.6 | 0.794 | 3.9 | 0.6 | 0.27 | 0.30 | 0.97 | 1.38 | 6.4
MilosTeodosic | 45 | 25.2 | 3.4 | 8.0 | 0.419 | 2.0 | 5.2 | 0.379 | 0.9 | 1.0 | 0.848 | 2.8 | 4.6 | 0.51 | 0.11 | 2.16 | 2.29 | 9.5
PatrickBeverley | 11 | 29.9 | 4.4 | 10.8 | 0.40299999999999997 | 2.2 | 5.5 | 0.4 | 1.3 | 1.5 | 0.8240000000000001 | 4.1 | 2.9 | 1.73 | 0.45 | 2.27 | 3.09 | 12.2
SamDekker | 73 | 12.0 | 1.8 | 3.5 | 0.494 | 0.1 | 0.8 | 0.16699999999999998 | 0.5 | 0.8 | 0.6609999999999999 | 2.4 | 0.5 | 0.34 | 0.12 | 0.48 | 0.97 | 4.2
MontrezlHarrell | 76 | 17.0 | 4.6 | 7.2 | 0.636 | 0.0 | 0.1 | 0.14300000000000002 | 1.8 | 2.9 | 0.626 | 4.0 | 1.0 | 0.49 | 0.68 | 0.88 | 1.88 | 11.0
JawunEvans | 48 | 16.1 | 1.9 | 5.2 | 0.353 | 0.3 | 1.1 | 0.278 | 0.8 | 1.0 | 0.7759999999999999 | 1.8 | 2.1 | 0.79 | 0.12 | 0.94 | 2.02 | 4.8
SindariusThornwell | 73 | 15.7 | 1.4 | 3.2 | 0.429 | 0.3 | 0.8 | 0.377 | 0.8 | 1.2 | 0.67 | 1.9 | 0.9 | 0.64 | 0.36 | 0.73 | 1.71 | 3.9
CJCJWilliams | 38 | 18.5 | 2.3 | 5.2 | 0.442 | 0.6 | 2.1 | 0.282 | 0.3 | 0.4 | 0.812 | 1.5 | 1.1 | 0.82 | 0.34 | 0.53 | 1.66 | 5.5
TyroneWallace | 30 | 28.3 | 3.7 | 8.2 | 0.445 | 0.3 | 1.3 | 0.25 | 2.0 | 2.6 | 0.782 | 3.5 | 2.4 | 0.90 | 0.43 | 1.53 | 2.77 | 9.7
LucMbahaMoute | 61 | 25.5 | 2.7 | 5.7 | 0.48100000000000004 | 1.0 | 2.8 | 0.364 | 1.1 | 1.6 | 0.684 | 3.0 | 0.9 | 1.18 | 0.43 | 1.13 | 1.64 | 7.5
MikeScott | 76 | 18.4 | 3.6 | 6.9 | 0.527 | 0.9 | 2.1 | 0.405 | 0.7 | 1 | 0.6579999999999999 | 3.2 | 1.1 | 0.30 | 0.13 | 1.04 | 1.95 | 8.8
AveryBradley | 46 | 31.0 | 5.7 | 13.6 | 0.415 | 1.6 | 4.4 | 0.369 | 1.4 | 1.8 | 0.768 | 2.5 | 2.0 | 1.11 | 0.17 | 2.20 | 2.00 | 14.3
ShaiGilgeousAlexander | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
JeromeRobinson | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
AngelDelgado | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
RobertCovington | 80 | 31.5 | 4.3 | 10.4 | 0.413 | 2.5 | 6.9 | 0.37 | 1.4 | 1.7 | 0.853 | 5.4 | 1.9 | 1.71 | 0.90 | 1.61 | 2.98 | 12.6
WilsonChandler | 74 | 31.5 | 3.8 | 8.5 | 0.445 | 1.2 | 3.3 | 0.359 | 1.2 | 1.5 | 0.772 | 5.4 | 2.2 | 0.58 | 0.53 | 1.24 | 2.11 | 10.0
JerrydBayless | 39 | 23.6 | 2.8 | 6.7 | 0.41600000000000004 | 1.4 | 3.7 | 0.37 | 0.9 | 1.1 | 0.795 | 2.1 | 1.4 | 0.59 | 0.15 | 1.18 | 2.33 | 7.9
MarkelleFultz | 14 | 17.9 | 3.2 | 7.9 | 0.405 | 0 | 0.1 | 0.0 | 0.7 | 1.5 | 0.47600000000000003 | 3.1 | 3.8 | 0.79 | 0.29 | 1.07 | 1.57 | 7.1
BenSimmons | 82 | 33.5 | 6.7 | 12.2 | 0.547 | 0 | 0.1 | 0.0 | 2.3 | 4.2 | 0.561 | 8.1 | 8.2 | 1.77 | 0.83 | 3.44 | 2.62 | 15.7
JoelEmbiid | 65 | 29.8 | 8.0 | 16.5 | 0.485 | 1.1 | 3.4 | 0.311 | 5.5 | 7.2 | 0.769 | 10.7 | 3.1 | 0.63 | 1.75 | 3.58 | 3.28 | 22.6
DarioSaric | 79 | 29.4 | 5.2 | 11.4 | 0.456 | 2.0 | 5.1 | 0.397 | 2.3 | 2.6 | 0.86 | 6.6 | 2.6 | 0.65 | 0.27 | 1.90 | 2.03 | 14.7
JustinAnderson | 38 | 13.6 | 2.3 | 5.3 | 0.431 | 0.9 | 2.7 | 0.33 | 0.7 | 1 | 0.737 | 2.4 | 0.7 | 0.39 | 0.21 | 0.42 | 1.42 | 6.2
RichaunHolmes | 48 | 15.5 | 2.8 | 5.0 | 0.5579999999999999 | 0.1 | 0.6 | 0.129 | 0.8 | 1.2 | 0.6609999999999999 | 4.4 | 1.3 | 0.42 | 0.58 | 0.52 | 2.02 | 6.5
TJTJMcConnell | 76 | 22.3 | 2.8 | 5.6 | 0.498 | 0.4 | 0.8 | 0.429 | 0.4 | 0.5 | 0.795 | 3.0 | 4.0 | 1.21 | 0.17 | 1.50 | 1.61 | 6.3
FurkanKorkmaz | 14 | 5.6 | 0.6 | 2.0 | 0.28600000000000003 | 0.4 | 1.2 | 0.294 | 0.1 | 0.3 | 0.5 | 0.8 | 0.3 | 0.14 | 0.07 | 0.14 | 0.86 | 1.6
TimotheLuwawuCabarrot | 52 | 15.4 | 1.9 | 5.1 | 0.375 | 1.0 | 3.0 | 0.335 | 0.9 | 1.1 | 0.7929999999999999 | 1.4 | 1.0 | 0.23 | 0.10 | 0.73 | 1.87 | 5.8
DemetriusJackson | 15 | 5.0 | 0.5 | 1.2 | 0.389 | 0.1 | 0.5 | 0.14300000000000002 | 0.1 | 0.1 | 0.5 | 0.8 | 0.6 | 0.33 | 0.07 | 0.73 | 0.47 | 1.1
NemanjaBjelica | 67 | 20.4 | 2.6 | 5.5 | 0.462 | 1.1 | 2.7 | 0.415 | 0.5 | 0.7 | 0.8 | 4.1 | 1.3 | 0.76 | 0.24 | 0.78 | 2.10 | 6.8
AmirJohnson | 74 | 15.8 | 1.9 | 3.5 | 0.536 | 0.1 | 0.4 | 0.312 | 0.7 | 1.1 | 0.612 | 4.4 | 1.6 | 0.61 | 0.59 | 0.76 | 2.59 | 4.6
ShakeMilton | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
ZhaireSmith | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
JJJJRedick | 70 | 30.0 | 5.8 | 12.6 | 0.45899999999999996 | 2.8 | 6.6 | 0.42 | 2.8 | 3.1 | 0.904 | 2.6 | 3.0 | 0.50 | 0.09 | 1.47 | 1.76 | 17.1
LandryShamet | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0
